vo_adv_1027009_000.m4a|…………
vo_adv_1170001_036.m4a|あぁ、どうしましょう……幸福感で肌がほてってしまいます…………胸も高鳴るばかり……
vo_adv_1170001_037.m4a|あら、{player}様。額に汗が浮かんでいますわ……拭いて差し上げましょうね。え、汗を薬の材料にするか……ですか？なぜそんなことをする必要がありますの？
vo_adv_1170001_038.m4a|汗を手に入れるより、私はこの時間を大切にしたいのです……私はあなた様の隣にいられるだけで天にも昇るような心地ですもの……うふふふ……
vo_adv_1170001_039.m4a|やりたいことや食べたいもの、何なりとおっしゃってください……今日はデートです……あなた様の望む通りにいたしますから……
vo_adv_1170001_040.m4a|え、少し深いところに……ですか？ええ、もちろん！　あなた様がそうおっしゃるなら私に反対する理由などありませんわ……さあ参りましょう……
vo_adv_1170001_041.m4a|見てください、サンゴも魚も私たちを祝福するようです……とてもかわいいですわ……
vo_adv_1170001_042.m4a|ああ、しぶきを浴びてあなた様が一層神々しく見えますわ……強い日差しも、あなた様を輝かせて……世界一かっこいいおかた……いけない、頬が濡れてしまいましたのね……うふふ……うふふふ……
vo_adv_1170001_043.m4a|恋する女の子なんてみんな同じですわ……見つめ合うだけで、手が触れ合うだけで幸福に身を震わせてしまうもの……
vo_adv_1170001_044.m4a|あなた様がここにいてくださるだけで……こんなにも幸せです……あなた様は私の、いえ世界の宝ですわ……
vo_adv_1170001_045.m4a|きゃっ！波が……！
vo_adv_1170001_046.m4a|……っケホッ、ケホッ……！あなた様もずぶぬれになってしまって……でも、水をかぶったあなた様も、すてき……え……？
vo_adv_1170001_047.m4a|すてき……いいえ……私とこのおかたの逢瀬を邪魔するなんて、無粋な波ですわ……！こんな海など干上がらせてやります……覚悟なさい……！
vo_adv_1170001_048.m4a|そうでなければ浮かれた魚ごと刻んでやります……どいてください、{player}様……！
vo_adv_1170001_049.m4a|……あなた様？　なぜ笑ってらっしゃるのですか？……元に、戻った？　私がですか？
vo_adv_1170001_050.m4a|言われてみれば心なしか、肌の火照りが和らいでいるような……さっきの波で日焼け止めが落ちたせい……？動悸も落ち着いてきて……助かりました。
vo_adv_1170001_051.m4a|波のおかげとあっては干上がらせるわけにはいきませんわね…………あっ！
vo_adv_1170001_052.m4a|この、足元の砂に埋もれているサンゴのかけらは、もしかして……！
vo_adv_1170001_053.m4a|見つけましたわ！　きれいな海でごくたまに見つかるという、珍しいサンゴのかけら……こんなにたくさん……！
vo_adv_1170001_054.m4a|粉末にして薬の材料にしましょう……クスクスクス。そうすれば塗り薬などよりも、はるかに高い効果の惚れ薬が作れるはず……
vo_adv_1170001_055.m4a|日焼け止めを使い切られてしまったときはどうしようかと思いましたがクスクスクス……運は私に味方したのですね。
vo_adv_1170001_056.m4a|できるだけたくさん拾わなくては……あっ、また波……！
vo_adv_1170001_057.m4a|えっ、{player}様……どうされたのですか？
vo_adv_1170001_058.m4a|あっ、あの、そんなに近づいてきて、いったい何を……！？
vo_adv_1170001_059.m4a|……取ってくださったのですね……驚きました……さすがは私の伴侶です……細かいところに気が回るのはとても良いことですわ……クスクス。
vo_adv_1170001_060.m4a|ますます惚れ薬の作り甲斐があるというもの……
vo_adv_1170001_061.m4a|……{player}様？なんでそんなにうれしそうなのですか？
vo_adv_1170001_062.m4a|え……？　いつも通りの私が、一番……？そ、それは……惚れぐ……日焼け止めのせいで！事故ですから、忘れていただきたいですわ……
vo_adv_1170001_063.m4a|……はい！今度こそ……私、失敗しませんから……
vo_adv_1170001_064.m4a|あぁ、いえ、こちらの話ですわ。クスクス……今度こそ確実に……
vo_adv_1170001_065.m4a|なぜかしら……また、動悸が…………それに、頬も熱く……けれど、薬の効果とは全く違う、満たされた気持ち……
vo_adv_1170001_066.m4a|このおかたの笑顔を見るだけで、こんなにも胸が高鳴るなんて。
vo_adv_1170001_067.m4a|……やはりあなた様は、私の運命のおかた……
vo_adv_1170001_068.m4a|今度こそ薬を完成させて……必ず、あなた様の心を手に入れます……
vo_adv_1170001_069.m4a|クスクスクス……クスクスクス……
vo_adv_1170002_000.m4a|さぁ、{player}様。遊ぶ前に日焼け止めを塗りましょう。今回は私からですわ、絶対に……絶対にです……
vo_adv_1170002_001.m4a|ごまかしても無駄です……観念して塗られなさい……
vo_adv_1170002_003.m4a|……ベスト……カップルレース……？
vo_adv_1170002_007.m4a|この浜辺で…………一番愛し合っている……ですって……？勘違いもはなはだしい……
vo_adv_1170002_008.m4a|そこのクズ虫どもが世迷言を口走っていましたので腹が立ったのです……この浜辺で一番愛し合っているのは私とあなた様に決まっています。
vo_adv_1170002_009.m4a|……となれば、私たちがなすべきことはひとつ。クズ虫どもに、己の勘違いを思い知らせてやること……仕方ありませんわ……参加しましょう、あなた様。
vo_adv_1170002_011.m4a|私たちも参加します……クスクス、クスクスクス……
vo_adv_1170002_018.m4a|えっ、あなた様が私を……！？お、お姫様抱っこ……ですの！？
vo_adv_1170002_020.m4a|ちょ、ちょっとどこを触ってらっしゃるんですか{player}様！確かにこの態勢で、このまま走るのは……っ！
vo_adv_1170002_021.m4a|砂地が走りにくいのはわかりますが……きゃぁ！持つ場所を変えてください……っ。
vo_adv_1170002_022.m4a|協力……？走りやすくなるように、ですわね……わかりましたわ。
vo_adv_1170002_023.m4a|確かにこのおかたが私を抱きかかえているだけでは不安定……でしたら……私がこのおかたにしがみつけばいいのですわ。
vo_adv_1170002_024.m4a|そうすれば、私たちはまさに一心同体……
vo_adv_1170002_025.m4a|失礼します、{player}様……首に腕を回させていただきます……
vo_adv_1170002_026.m4a|波打ち際に入るとさらに動きにくくなりますわね……そしてほかのペアはどんどん先に……あぁ、腹立たしい……！
vo_adv_1170002_027.m4a|あなた様、ここはいっそ敵を薙ぎ払って……
vo_adv_1170002_028.m4a|うっ。妨害行為は即失格……重々承知しております……
vo_adv_1170002_029.m4a|けれどこれでは、私にできることなどほとんどない……わかっていることとはいえ、歯がゆいですわ……
vo_adv_1170002_030.m4a|ええ、この深さに来ると、水の抵抗も波も厄介です……私も流されないようしっかり抱き付いていますからもう少し頑張ってください、あなた様……
vo_adv_1170002_031.m4a|あなた様がこんなに力を尽くしてくださるのです。私たちの絆は証明されたも同然ですわ……
vo_adv_1170002_032.m4a|見えました、あの旗を……あと、少しで届きますわ……！
vo_adv_1170002_033.m4a|手を伸ばして……取りました！　さあ、折り返しに…………っ！？
vo_adv_1170002_034.m4a|波が来ますわ！気を付けてください、{player}様！
vo_adv_1170002_035.m4a|……うう……波でバランスが崩れましたわね……下が砂で助かりましたわ……
vo_adv_1170002_036.m4a|それより、あなた様はなぜ私の下に……？
vo_adv_1170002_037.m4a|ケガですか？　ありません……ですが……もしかしてあなた様……私をかばって、下敷きに……？
vo_adv_1170002_038.m4a|あっ、立ち上がらないでください、足首をひねったのでしょう。これでは走るのは無理ですわ……となると、棄権……
vo_adv_1170002_039.m4a|いいえ……そんなこと、認められるわけがありませんわ……そうでしょう、あなた様……
vo_adv_1170002_040.m4a|でも、このままでは……
vo_adv_1170002_043.m4a|敵の心配をしている場合ではありませんわよ、あなたがた……そんな甘い考えでは、本当の愛など証明できませんわ……私たちのことなど気にせずゴールへ向かいなさい……！
vo_adv_1170002_046.m4a|クスクス……敵に情けをかけられるなど恥辱の極み……それに……油断した敵を倒したところで面白くはありませんから……
vo_adv_1170002_047.m4a|圧倒的敗北を味わわせてやりますわ……
vo_adv_1170002_048.m4a|ええ、そうです……私たちの愛を証明するために必死に走ったこのおかたの思いを、むざむざ消えさせなどしません……
vo_adv_1170002_049.m4a|消滅すべきは私たちの愛の証ではなくこのおかたにけがをさせた海のほう……！
vo_adv_1170002_050.m4a|武器を持つのはルール違反？何も心配することはありません、他者の妨害をしなければ良いのです……クスクスクス。
vo_adv_1170002_051.m4a|……最初からこうすればよかったのですわ。波を砕き海を割りしぶきを蒸発させて、道を作れば……！
vo_adv_1170002_052.m4a|せいっ！
vo_adv_1170002_054.m4a|道ができましたわ……これなら、ゴールまで一瞬ですわね……
vo_adv_1170002_055.m4a|あなた様は私が運びます……肩にかつぎますから、ちょっと揺れるかもしれませんが……我慢してくださいませ。これも私たちの勝利のため……
vo_adv_1170002_057.m4a|はぁっ、はぁっ……勝ってみせますわ……！
vo_adv_1170002_058.m4a|……{player}様……！！
vo_adv_1170002_061.m4a|はぁ、はぁ……これで、一着……ですわね……？
vo_adv_1170002_064.m4a|言った通りでしょう……？　クスクスクス。
vo_adv_1170002_070.m4a|クスクスクス……わかればいいのです……それが私たちの愛の力ですから……
vo_adv_1170002_071.m4a|あなた様のおかげですわ……まずは足の手当てをしましょう。
vo_adv_1170002_073.m4a|行きましょう、{player}様。私たちの愛の勝利ですわ……
vo_adv_1170002_077.m4a|……？　あの……{player}様？急に顔を近づけてきて……一体、何を……？
vo_adv_1170002_078.m4a|あ……この花冠を私にのせてくださったんですね……？ありがとうございます……
vo_adv_1170002_079.m4a|ええ、少し照れくさい気もしますが……これも、私たちが勝ち取った愛の証ですわ……クスクスクス……
vo_adv_1170002_080.m4a|えっ、手……？　手を繋ぐんですの……？そうですわね、トロフィーは一緒に受け取りましょう……
vo_adv_1170002_081.m4a|私たちの初めての共同作業……エリコはこの手を、決して離しませんわ……
vo_adv_1170002_083.m4a|ありがとうございます、クスクスクス……
vo_adv_1170002_084.m4a|それにしても……この、花……本で見た惚れ薬の材料に、そっくり……？
vo_adv_1170002_085.m4a|……いえ、本物ですわ……これがあれば、新たな惚れ薬を完成させられるかもしれない……そうすれば今度こそ、このおかたに……
vo_adv_1170002_086.m4a|でも……今は、この花冠のほうが、大切ですわ……
vo_adv_1170002_087.m4a|似合いますか？　{player}様……クスクス、クスクスクス……
vo_adv_1170003_002.m4a|……{player}様……？　なんですその女は……人の伴侶に手を出すようないやらしいクズ虫は今すぐに抹殺しましょう……
vo_adv_1170003_004.m4a|すてきなのは当然ですわ、運命の伴侶ですもの……
vo_adv_1170003_006.m4a|それにしても、相談ですって……？
vo_adv_1170003_010.m4a|私たちのようになりたいということかしら…………なんて身の程を知らない小娘なんでしょう……
vo_adv_1170003_012.m4a|まぁ私たちと同じ……とまでは難しいでしょうけれどその姿勢は評価しましょう……意中の男の心を手に入れるくらい、簡単なことですわ……
vo_adv_1170003_013.m4a|いいでしょう、あなたの恋、手伝ってあげます……クスクスクス。
vo_adv_1170003_015.m4a|ええ……かまいませんわ……どんな方法がいいかしら……
vo_adv_1170003_016.m4a|誰がくっつこうが私には関わりのないことですが……相談だなんだと私たちの時間を邪魔されるのは困りますわ……
vo_adv_1170003_017.m4a|それに、ほかの連中がくっつけば、このおかたにつく虫も減りますし……心置きなくこの海を楽しむことができます……
vo_adv_1170003_019.m4a|利害の一致……いえ、人助けするのは当然ですわ……あなた様も異論はありませんよね？
vo_adv_1170003_020.m4a|私たちがこの海辺を思いきり謳歌するためですもの。当然協力していただきます……クスクス、クスクスクス……
vo_adv_1170003_021.m4a|……というわけで、かき氷スタンドを始めますわ。
vo_adv_1170003_022.m4a|ええ。それもただのかき氷ではありませんわ。コンセプトは恋に効く特別製のかき氷……
vo_adv_1170003_023.m4a|一口食べれば幸せな気持ちに……二口食べれば好きな人に会いたくなり……三口目で恋がかなう……そんなエリコ特製のかき氷です……
vo_adv_1170003_025.m4a|えぇ、私に不可能なんてありません。そのかき氷を二人で食べるのです……そうすれば、意中の男を落とすことができますわ……
vo_adv_1170003_027.m4a|最初のお客様ですわね……どうぞ……
vo_adv_1170003_028.m4a|なれるに決まっていますわ……さて、本格的にお店を始めましょう。恋に迷っているのは一人二人ではありませんから……
vo_adv_1170003_029.m4a|クスクスクス……私がこの海岸のすべての恋を成就させてみせますわ！
vo_adv_1170003_030.m4a|それに、運命の伴侶とかき氷店を営むなんて……我ながらなかなかすてきなアイデアです……
vo_adv_1170003_031.m4a|さぁ、あなた様の仕事は呼び込みです。迷える者たちをこの店まで導いてください……
vo_adv_1170003_034.m4a|なかなかいい調子のようですわね……
vo_adv_1170003_038.m4a|クスクスクス……言ったとおりだったでしょう？
vo_adv_1170003_040.m4a|ここから先はあなた次第ですわ……私たちを見習って、相手の身も心もすべて手に入れられるよう精進なさい……
vo_adv_1170003_042.m4a|いらっしゃいませ、かき氷二つですね。どうぞ……
vo_adv_1170003_049.m4a|クスクス……私の計画通りですわ……次々と恋がかなっていきます……
vo_adv_1170003_050.m4a|薬を入れたのでは、と心配しているんですの？種明かしは後にいたしましょうか……
vo_adv_1170003_053.m4a|{player}様、今何人並んでいますか？36人……？　わかりました……
vo_adv_1170003_055.m4a|わかりましたからお行儀よく待っていなさい……さもないと氷と一緒に砕きますわよ……
vo_adv_1170003_056.m4a|あなた様、今は何人……え、59人……
vo_adv_1170003_057.m4a|86人……
vo_adv_1170003_058.m4a|えっ、150人……どんどん客が増えていくなんて……
vo_adv_1170003_059.m4a|さすが私……などと喜んでいる場合ではありませんわね……
vo_adv_1170003_060.m4a|評判になるのはいいのですが……少々……疲れてきましたわ……このままでは……
vo_adv_1170003_061.m4a|……力がみなぎってきますわ……{player}様……！
vo_adv_1170003_062.m4a|かき氷、一つですわね。そちらは……二つ。お待たせしましたわ……
vo_adv_1170003_064.m4a|はい、どうぞ……あと、75人……お待たせしましたわ……あと、46人……だいぶ列が短くなりました……
vo_adv_1170003_065.m4a|お待たせしました、最後のお客様ですわ……最高の恋を召し上がってくださいね……
vo_adv_1170003_066.m4a|……ふぅ……何とか無事、お店を終えることができました。こんなに忙しくなるなんて……少々加減を間違えましたわね……
vo_adv_1170003_067.m4a|{player}様。先ほど、かき氷に何か入れたか、とおっしゃっていましたが……どう思われますか？
vo_adv_1170003_068.m4a|クスクス……私が、薬を使って誰かの心を操ろうとするとでも？
vo_adv_1170003_069.m4a|あなた様にあるまじき短絡的なお考えですわ……私が今疲れ切っていなかったら、お仕置きをして差し上げるところですが……今日はやめておきましょう。
vo_adv_1170003_070.m4a|いいですか……{player}様。恋する者はだれしも、背中を押されたがっているもの。あるいは何かのきっかけを。
vo_adv_1170003_071.m4a|えぇ、そうですわ……ようやくあなた様も、私の力に気が付きましたのね……
vo_adv_1170003_072.m4a|そうです、薬など使うまでもありません……食べ物にだって人の心を動かす力があるのですわ。
vo_adv_1170003_073.m4a|隣にいる誰かと分かち合いたいというその思いが一歩を踏み出すきっかけを与えるのです……まぁ、想定より繁盛しすぎた気もしますけれど……
vo_adv_1170003_074.m4a|おいしいもの、美しいもの……心動かされる何かに出会うと人は誰かに話したくなるものです。分かち合いたい、語り合いたい……そうでしょう？
vo_adv_1170003_075.m4a|感動は、誰かと共有することで大きくなりますわ。あなた様も、身に覚えのあることではありませんか？
vo_adv_1170003_076.m4a|そんな時……誰しも思い浮かべるのは、一番大切な人のこと……あなた様にとっての、私のような存在です。
vo_adv_1170003_077.m4a|とはいえ、面と向かって、愛を告白するのは凡人には難しいもの。でも、かき氷のおいしさを分かち合うくらいであれば造作もないでしょう。だから、それをきっかけにしたのですわ。
vo_adv_1170003_078.m4a|そして……おいしいものを食べたときの笑顔は美しいものです……そう、愚鈍な連中が自覚していなかった恋心を自覚するくらいには……
vo_adv_1170003_079.m4a|まぁ、医食同源とも言いますし、口に入るものはすべて薬……と言えなくもない……かもしれませんわね？
vo_adv_1170003_080.m4a|でも、私一人ではこれだけの人の背中を押すことはできませんでした。あなた様のお力があってこそ……
vo_adv_1170003_081.m4a|さすがは私の伴侶です。……お礼を言いますわ……
vo_adv_1170003_082.m4a|おかげでこの海に、あなた様に横恋慕するような邪魔者は消えたことですし……
vo_adv_1170003_083.m4a|やっと、ゆっくりできますわね……クスクスクス。
vo_adv_1170003_084.m4a|ええ。気が合いますわね、{player}様……
vo_adv_1170003_085.m4a|たまにはこんな日があっても、悪くありませんわ……
vo_adv_1170003_086.m4a|ですが、私が心を操りたいのは……惚れ薬を飲ませたいのは、たった一人だけ。
vo_adv_1170003_087.m4a|秘蔵の薬を使うときがあるとしたらそれは、ほかの誰でもない、このおかたなのですわ……
vo_adv_1170003_088.m4a|あぁ、早くあなた様に飲んでいただかなくては……そうすればかき氷スタンドなど開かなくともあなた様を手に入れられるのに……
vo_adv_1170003_089.m4a|でも、不思議ですわね……今は、そんな気持ちにはならない……いつもこのおかたに、惚れ薬を飲んでいただきたいと、思っているのに。それ以上に、満ち足りた気持ちになっているのですわ……
vo_adv_1170003_090.m4a|私は今日……大変だったけれど、とても楽しくて。このおかたと、一緒にかき氷を売る時間が、とても充実していて。……幸せな、一日でした……
vo_adv_1170003_091.m4a|……今日はいい一日でしたわ。
vo_adv_1170004_000.m4a|……なんだか、まだ帰りたくない……そんな気がしますわ。もう少し……いいえ、まだまだ、あなた様と一緒に過ごしたい……今日は、本当にすてきな一日でしたから……
vo_adv_1170004_001.m4a|あら、{player}様。その荷物は一体……花火、ですか……？もしかして、今日のために用意してくださったのですか？
vo_adv_1170004_002.m4a|まぁ……これも夏の海の醍醐味ですわね。それに、まだあなた様と一緒に過ごせるのですもの……
vo_adv_1170004_003.m4a|お願いします、{player}様。
vo_adv_1170004_004.m4a|まぁ、光の花が次々と……とてもきれいですわ……
vo_adv_1170004_005.m4a|……？あれは……何の光でしょうか……まぶしい……
vo_adv_1170004_073.m4a|……{player}様？私……眠っていましたか……？
vo_adv_1170004_074.m4a|なんだか……幸せな夢を見ていた気がしますわ。そう、こんなところで……まぁ、あなた様もですか……？
vo_adv_1170004_075.m4a|さぁ、花火の続きをいたしましょう……今度は私がお見せする番……
vo_adv_1170004_076.m4a|ええ、そうでしょう……ずっとずっと、見とれていてくださいね……
vo_adv_1170004_077.m4a|ええ、そうですわ……愛しいあなた様……決して目をそらさずに、私だけを……ずっと……
vo_adv_1170004_078.m4a|決して……終わらせはしませんわ……このおかたとの素晴らしい時間を……
vo_adv_1170004_079.m4a|花火と違ってこの舞は尽きることがありませんもの……つまり、あなた様と私の夏は、この幸福な瞬間は永遠に続くのですわ……
vo_adv_1170004_080.m4a|クスクス……クスクスクス……ずっと一緒ですわ、{player}様……
vo_adv_2102011_043.m4a|そんなことより……そこのあなた！あなた……私の運命の方に、何をしているのですか……っ！
vo_adv_2102011_057.m4a|……はぁ。忌々しい……私たちに危害を加えた罪、あの方に触れた罪、その他諸々で、極刑に処してやりたいところでしたが……
vo_adv_2102011_069.m4a|私たちも、そのような手合いとはお近づきになりたくありませんわね。
vo_adv_2102099_013.m4a|あぁ、不覚でしたわ……幼い精神状態へと戻ったあの方に、私のことを刷り込み出来たかもしれませんでしたのに。
vo_adv_2102099_014.m4a|……いえ、今からでも遅くはありません。この愛らしい寝顔の横で、ずっと私の名前を繰り返せば……
vo_adv_2102099_028.m4a|……！そんなやりがいのありそうな研究、ミツキさんだけに任せられませんわ。私も、断固として協力させていただきます。
vo_adv_2102099_037.m4a|……ナナカさん？いったい何を……
vo_adv_2102099_045.m4a|うらやましいっ……！次は私も……
vo_adv_2102099_056.m4a|な、
vo_adv_5070000_021.m4a|クスクス……それでそのあと私たちは……ああ……これ以上は申し上げられませんわ。
vo_adv_5070000_023.m4a|そう言われましても今日はシズルさんから私の運命のひ……コホン。シズルさんのお知り合いの話を聞けていませんから。私ばかり話すのは申し訳ないです。
vo_adv_5070000_024.m4a|むしろシズルさんのお話をたくさん聞きたいですわ……シズルさんのお話はとっても興味深いですから。クスクス……私はゆっくりお茶を飲んでいるので存分にお話しください。
vo_adv_5070000_028.m4a|気配は……！
vo_adv_5070000_030.m4a|やはり私とあなた様は運命で結ばれているのですわ……
vo_adv_5070000_032.m4a|ああ……お優しいあなた様は、私たちがまた争っているのではないかと思われたのですね……
vo_adv_5070000_033.m4a|それならなんの心配もございませんわ……私たちは至って、普通に、仲良く、愉しくお茶をしていただけですから。
vo_adv_5070000_035.m4a|クスクス……そんな怪訝な顔をなさらないでください。本当に私たちは私たちなりに愉しんでいるのですから……
vo_adv_5070000_036.m4a|それより、あなた様。ずいぶんと大量の荷物を抱えていますね。
vo_adv_5070000_040.m4a|それだけ長いお休みがあるということは……あなた様は私とたくさん会えるということですわね。
vo_adv_5070000_042.m4a|クスクス。シズルさんにはあとでたくさんお話しして差し上げますわ……私たち二人の楽しい夏の思い出を……
vo_adv_5070000_044.m4a|何をおっしゃっているのか分かりませんが、選ぶ必要もありませんわ……ねぇ、あなた様？
vo_adv_5070000_046.m4a|海は外せませんわね……
vo_adv_5070000_048.m4a|けど……？　そんな言葉は必要ありませんわ。あなた様は私と一緒に遊びたいと言えばよいのです。
vo_adv_5070000_050.m4a|それは、その……計画的にやれば終わるのではないですか？
vo_adv_5070000_052.m4a|確かに{player}様の周りには誘惑も多い……計画的というのは難しいかもしれませんね。
vo_adv_5070000_054.m4a|掃除……私が誘惑を全て片づければ……まずは今ここにいる……
vo_adv_5070000_056.m4a|クスクス……ジョーク、というものです…………半分は。
vo_adv_5070000_058.m4a|ちなみに、宿題はどのようなものがあるのですか？
vo_adv_5070000_060.m4a|たくさんありますわね……
vo_adv_5070000_062.m4a|宿題もこなし、あなた様とともに夏休みを楽しむには……
vo_adv_5070000_065.m4a|あなた様をかんき……コホン。あなた様と四六時中ともに居ればよいのです。
vo_adv_5070000_067.m4a|クスクス……それはジョークですわ。お気になさらず。本当にお伝えしたかったことは……
vo_adv_5070000_068.m4a|私たちが……
vo_adv_5070000_071.m4a|と、いうことですわ。
vo_adv_5070000_073.m4a|えぇ、これで{player}様も私たちが仲良しだとわかってくれたのではないでしょうか。
vo_adv_5070000_075.m4a|クスクス……
vo_adv_5070001_000.m4a|夏といえば海。海といえば海水浴。まずは私があなた様の夏休みをプロデュースさせていただきます。
vo_adv_5070001_002.m4a|公平にくじ引きで決めたのだから仕方ないではないですか。それよりシズルさん、大切なものを忘れていますよ。
vo_adv_5070001_004.m4a|夏休みのしおり、もといプロデュース計画書ですわ。
vo_adv_5070001_006.m4a|本日から夏休みの終わりまで、くまなく計画させていただきました。いかがでしょう？
vo_adv_5070001_008.m4a|あなた様の夏休みに手抜かりなど許されませんから……さぁ、これで心置きなく今日の予定に移れますね。まずは海であなた様のおよ……
vo_adv_5070001_011.m4a|気のせいでしょうか……せっかく楽しい夏休みが始まろうというときに、何やら無粋な騒音が聞こえた気がするのですが……
vo_adv_5070001_012.m4a|そこのあなた……
vo_adv_5070001_019.m4a|ああ、痛い……あなたに殴られた私のか弱い手のひらがとても痛みますわ……
vo_adv_5070001_021.m4a|シズルさん。
vo_adv_5070001_023.m4a|私、今、こちらの方に、暴力を振るわれましたよね？
vo_adv_5070001_026.m4a|先に暴力を振るわれた以上、こちらが何をしても正当防衛、ということになりますわねぇ？
vo_adv_5070001_029.m4a|ふんっ！！
vo_adv_5070001_031.m4a|私と{player}様の楽しいひとときを邪魔するものは許しませんわ。
vo_adv_5070001_034.m4a|私はただ{player}様の楽しい夏休みの邪魔になる無粋な輩を排除しただけですわ。
vo_adv_5070001_040.m4a|計画がさっそくズレてしまいますが……あなた様の楽しい夏休みのプロデュースに繋がるのであれば、私もお手伝いいたします。
vo_adv_5070001_042.m4a|でも？　でもも何もありません。あなたはおとなしく{player}様の厚意を受け入れればよいのです。
vo_adv_5070001_045.m4a|私は何をすれば……
vo_adv_5070001_046.m4a|あなた様と一緒……！！　はい、喜んで！
vo_adv_5070001_049.m4a|かしこまりました。
vo_adv_5070001_050.m4a|焼きそばをお持ちいたしましたわ。
vo_adv_5070001_052.m4a|はぃ……？
vo_adv_5070001_054.m4a|ありがとうございます。それでは。
vo_adv_5070001_057.m4a|そんなことをしているつもりはありません。私はただ{player}様の楽しい夏休みを台無しにしたくないだけです。
vo_adv_5070001_059.m4a|……！！あなた様に喜んでいただけるなら、命を賭してこの海の家を守りますわ！
vo_adv_5070001_062.m4a|そうですか。それでは私たちはこれで失礼させていただきます。
vo_adv_5070001_063.m4a|少々予定と違ってしまいましたが、あなた様の楽しい夏休みのプロデュースと参りましょう。
vo_adv_5070001_064.m4a|本日最初に宣言させていただきましたが、夏といえば海。海といえば海水浴。私たちと一緒に泳ぎましょう。
vo_adv_5070001_065.m4a|もちろん存じ上げております。だからこそ、です。
vo_adv_5070001_066.m4a|世には夏休みデビューなるものがあると聞きました。あなた様にはぜひともこの夏で成長していただきたいのです。
vo_adv_5070001_067.m4a|それではあなた様。まずはこちらをお着けください。私特製のギプスでございます。
vo_adv_5070001_068.m4a|中に砂が入っております。過酷な状況を経験すれば、海も地上も違いなど感じなくなりますわ。
vo_adv_5070001_070.m4a|今は私のプロデュース中ですよ。シズルさんはおとなしくしていてください。それに私が{player}様を酷い目に遭わせるとでも？
vo_adv_5070001_071.m4a|心配なさらないでください。私がきちんと密着して支えて差し上げますから。あなた様は安心して泳ぎに専念してください。
vo_adv_5070001_072.m4a|とはいえ、最初からこれで泳げというのも酷なモノ。最初は私におつかまりください。
vo_adv_5070001_074.m4a|私はただ{player}様に泳げるようになっていただきたいだけですわ。
vo_adv_5070001_075.m4a|さぁ、あなた様。どうぞ私につかまってください。
vo_adv_5070001_076.m4a|ああ、あなた様。とってもお上手ですわ。その調子で足を動かしてくださいまし。
vo_adv_5070001_078.m4a|クスクス……これはあくまで私のプロデュース……シズルさんはどうぞ見守っていてください……
vo_adv_5070001_080.m4a|さぁ、あなた様。背後は気にせず前に進むことだけを考えてください。
vo_adv_5070001_082.m4a|はぁ……仕方ありませんね。それではあと少ししたら交代いたしましょう。
vo_adv_5070001_084.m4a|クスクス……えぇ、もちろんですわ……
vo_adv_5070001_085.m4a|私としたことが本当にシズルさんに譲ってしまうなんて……シズルさん、すごい気迫でしたわ……
vo_adv_5070001_087.m4a|そんなことは些細な問題ですわ。これであなた様の泳ぎは上達したはずです。さぁ、ギプスを外して泳いでみてください。
vo_adv_5070001_089.m4a|あなた様ならできますわ！
vo_adv_5070001_090.m4a|ああ、懸命に泳ぐ{player}様の姿……いつまでも見ていられますわ……
vo_adv_5070001_092.m4a|とても懸命なよい泳ぎでしたわ、あなた様。
vo_adv_5070001_094.m4a|それよりあなた様、体を動かして喉が渇いていませんか？渇いていますよね。
vo_adv_5070001_095.m4a|そんなあなた様のためにスイカを用意させていただいております。夏の定番、スイカ割りをいたしましょう。
vo_adv_5070001_096.m4a|それでは準備させていただきますので、あなた様はこちらでおくつろぎください。
vo_adv_5070001_099.m4a|あとはあなた様に目隠しをして、と。
vo_adv_5070001_100.m4a|クスクス、なんだかすごくドキドキしますわね。さぁ、スイカ割りの始まりですよ。
vo_adv_5070001_102.m4a|これからもっともっと楽しい夏休みが待っているので楽しみにしていてください。
vo_adv_5070001_104.m4a|何をしれっといいとこどりしようとしているのでしょうか……もちろん最初の一口は私からですわよね？はい、あ～ん。
vo_adv_5070001_105.m4a|{player}様、私たちはこれで失礼いたします。
vo_adv_5070001_107.m4a|それでは、また明日。
vo_adv_5070002_001.m4a|クスクス……寝ぼけ眼の{player}様を見られて幸せです……本当に早起きは三文の得ですわ。
vo_adv_5070002_003.m4a|本当はずっとあなた様の寝顔を見ていたかったのですが、あなた様を想い起こさせていただきました。
vo_adv_5070002_006.m4a|朝からあなた様と一緒に過ごせて幸せですわ……これからずっとラジオ体操を続けましょう。
vo_adv_5070002_009.m4a|{player}様！私との時間より、虫けらの方が大切なのですか……！？
vo_adv_5070002_019.m4a|なるほど。確かにこの森なら立派な獲物がいそうですね。
vo_adv_5070002_021.m4a|そういえば何か曰くつきの森という話を聞いた気が……非業の死を遂げた女性の幽霊が夜な夜な徘徊しているとかいないとか……
vo_adv_5070002_024.m4a|確かにあなた様にふさわしい題材になるはずですわ。ここに湧く獲物はとても立派ですから。
vo_adv_5070002_028.m4a|シズルさん……あなたは何をしようとしているのですか……？
vo_adv_5070002_030.m4a|後ろから抱きつこうとしているようにしか見えませんわ。
vo_adv_5070002_032.m4a|はぁ……このままでは埒があきませんね。こうなったら……
vo_adv_5070002_033.m4a|クスクス、何を勘違いされているのですか？私はただ木を切り倒しておびき出そうとしているだけですわ。
