vo_adv_1050009_000.m4a|…………
vo_adv_1214001_061.m4a|今度もアンタと二人？二人っきりって正直心細いけど……しょうがないわね。算数の勉強も頑張ったし、きっと大丈夫よね！
vo_adv_1214001_062.m4a|いらっしゃいませ！　出張物産展です！エリザベスパークの人気商品と、サレンディア救護院の手作り品。いかがですか～？
vo_adv_1214001_064.m4a|チーズや牛乳、パンに野菜もありますよ♪他にも……
vo_adv_1214001_066.m4a|ありがとうございます♪　250ルピよ。
vo_adv_1214001_068.m4a|いろいろありますからゆっくり見てくださいね～！
vo_adv_1214001_071.m4a|もちろんです！全部で2500ルピですね。おばあちゃん、重くない？届けましょうか？
vo_adv_1214001_073.m4a|とっ当然よ！大人のレディとして、当たり前のことだもの。アンタも手伝ってよね！
vo_adv_1214001_074.m4a|いいこと考えるじゃない、アンタ！それじゃあ始めるわよ、まずはおばあちゃんの家までね！
vo_adv_1214001_075.m4a|いらっしゃいませ！　移動物産展でーす！牧場の人気商品と、サレンディア救護院の手作り品。いかがですか～？
vo_adv_1214001_076.m4a|ふう……荷車もすっかり空になったわね。そろそろ救護院に帰らないと。
vo_adv_1214001_077.m4a|アンタもね。お疲れさま。それから……ありがと。って、何をキョトンとしてるのよ！算数の勉強付き合ってくれたお礼に決まってるじゃない。
vo_adv_1214001_078.m4a|おかげで今日はちゃんと、ミスしないで計算できたわよ。それに、アンタのメモに書くってアイディアも、悪くなかったわ。売り上げが多い時ほど、間違いをなくすことが大切なのね。
vo_adv_1214001_079.m4a|今度、クルミやアヤネに教えてあげなくっちゃ。
vo_adv_1214001_080.m4a|ね、アンタ。ちょっと寄り道して帰らない？お、お礼っていうか、なんていうか……
vo_adv_1214001_081.m4a|街道沿いに、隠れ家的スイーツの店を見つけたのよ。ア、アタシ一人じゃ入れないから……その……エスコート、しっかりしてよね？
vo_adv_1214002_000.m4a|ありがとうございましたー！
vo_adv_1214002_001.m4a|ふぅ。今日はこれでおしまいね。お客さんもたくさん来てくれたし、いい感じじゃない？
vo_adv_1214002_002.m4a|やっぱりアタシの魅力がお客さんを惹きつけちゃうのかしら♪ま、エレガントで大人なレディなら当然だけど。
vo_adv_1214002_003.m4a|こないだも、よく来てくれるおばあちゃんからこれでもお食べなさいって、おいしいキャンディをもらっちゃったわ。
vo_adv_1214002_004.m4a|ファンからプレゼントをもらうなんて、本当の女優さんみたいじゃない♪はぁ……美し過ぎるって罪よね～♪
vo_adv_1214002_005.m4a|そうだわ、アンタもプレゼントがもらえるように、アタシがいろいろ教えてあげる！　うれしいでしょ？まずは人を引きつける魅力的な笑顔の作り方よね～
vo_adv_1214002_006.m4a|用事？……マヒルさんに頼まれていたことがある？
vo_adv_1214002_007.m4a|アタシたちじゃないとできない仕事……って、そういうのは早く言いなさいよね。ほら、行きましょ？
vo_adv_1214002_009.m4a|……パトロール？
vo_adv_1214002_010.m4a|……それじゃ、お湯を張ったはずなのに、温泉がいっつも抜けちゃうってことですか？
vo_adv_1214002_014.m4a|なるほどね……わかりました！
vo_adv_1214002_016.m4a|はーい！最高におしゃれでゴージャスな用心棒になるように頑張ります！
vo_adv_1214002_017.m4a|……とはいえ。見張りってひまよね？ぼーっと入り口で突っ立ってるだけなんだもの。
vo_adv_1214002_018.m4a|今のところ、お湯は順調にたまってるみたいだし。何の問題もなさそうに見えるわよね。
vo_adv_1214002_020.m4a|えっと……ごめんなさい。温泉は今休業中で……
vo_adv_1214002_023.m4a|それは……もちろん！　絶対に再開します！ちゃんと、アタシが犯人を捕まえますから！
vo_adv_1214002_025.m4a|あっ、えっと何でもないです！すぐ営業再開しますから、少しだけ待ってもらえますか？
vo_adv_1214002_027.m4a|ありがとうございます。また来てくださいね。
vo_adv_1214002_028.m4a|……牧場って、やっぱり人気あるのね。みんな大好きなんだわ。
vo_adv_1214002_029.m4a|おいしいパン、チーズ、優しい人たち。おしゃれでゴージャスとは違う意味で、素敵な場所なのよね。だから……
vo_adv_1214002_030.m4a|って、あーーーー！？お湯、お湯がなくなってる！今の話をしてる隙にやられたってこと！？
vo_adv_1214002_031.m4a|そんな……この一瞬で？魔法を使った気配もなかったし……
vo_adv_1214002_032.m4a|見張りなんかしてる場合じゃないわ。犯人を捜しましょ。待ってるだけじゃダメよ！アタシはこっち、アンタはあっちよ。
vo_adv_1214002_033.m4a|どういうつもりだか知らないけど、勝手に温泉のお湯を持ってくのはダメなんだから！
vo_adv_1214002_034.m4a|なんて言ったはいいものの、さすがに一人だと心細いわね……
vo_adv_1214002_035.m4a|それにしても、お湯泥棒って一体どういうことなの？温泉に入りたいんだったら、その場で入ればいいだけだし……
vo_adv_1214002_036.m4a|きゃ！？い、今何か聞こえた？
vo_adv_1214002_037.m4a|う、後ろの方からよね。アンタ、ちょっとそっちちゃんと見て……って、いないんだったわ。
vo_adv_1214002_038.m4a|な、なにこの大きい魔物！？ぶよぶよしてるし、水っぽい……そっか……コイツが温泉のお湯、全部飲んじゃったのね。
vo_adv_1214002_039.m4a|きゃあぁ！　まさかアタシのことも飲み込むつもり！？ぜ、ぜ、ぜ、絶対に嫌よ、そんなダサいやられ方……！
vo_adv_1214002_040.m4a|だけど、こんな大きい魔物、アタシ一人じゃとても無理！
vo_adv_1214002_041.m4a|やだー！　来ないでー！！
vo_adv_1214002_042.m4a|うう～っ、全然効いてないって感じじゃない！？どうしよう、どうしよう！？やだ、これ以上こっち来ないでよー！！
vo_adv_1214002_043.m4a|きゃああ！ちょっと、誰か助け──
vo_adv_1214002_044.m4a|そうよ。アタシは頼りになる大人のレディ……！レディはどんな時だって、簡単にあきらめたりしないのよ！
vo_adv_1214002_045.m4a|アタシを頼りにしてくれた牧場の人……それから……お客さんのためにも、逃げたりなんてしない。
vo_adv_1214002_046.m4a|アタシは、みんなに笑顔でいてほしいんだから！大人のレディにはその義務があるのよ！
vo_adv_1214002_047.m4a|……助けてなんて言うと思った？残念ね！　覚悟しなさい！！
vo_adv_1214002_048.m4a|アンタ……！？　ありがと！！じゃなくて遅いわよ！！
vo_adv_1214002_049.m4a|だけど助かったわ！ほら、いくわよ！
vo_adv_1214002_050.m4a|てやあぁああああ！！
vo_adv_1214002_051.m4a|はぁぁ……やっと倒せた……この魔物、なんだったのかしら。
vo_adv_1214002_052.m4a|なるほどね……って、ア、アタシもそう思ったわよ！
vo_adv_1214002_053.m4a|それにしても……ふふっ、あははは！　アンタひどい顔してるわよ！さっきの魔物の飲んでた温泉と、泥が体にたくさんついて……どろんこ遊びした子供みたい！
vo_adv_1214002_054.m4a|……って、アタシもじゃないのよーー！必死だったから気づかなかったけど……うう、全然エレガントじゃないわ。
vo_adv_1214002_055.m4a|とにかくスタッフの人に知らせないとね。行きましょ、アンタ。
vo_adv_1214002_056.m4a|な、な、な、なんでアタシがアンタと一緒に温泉に入らなくちゃいけないわけ！？
vo_adv_1214002_057.m4a|そんなのわかってるわよ！！し、しかたないわね……アンタはアタシの後に入るのよ。いいわね？
vo_adv_1214002_058.m4a|そうよ、外の扉のところで、絶対にこっちを向かないで待ってるのよ？絶対よ？中の事とか、想像したら許さないんだからね！？
vo_adv_1214002_059.m4a|じゃ、じゃあお先に入ってくるわ。
vo_adv_1214002_060.m4a|…………ねえ、ちょっと。寒いの？　くしゃみが出ただけだから平気？
vo_adv_1214002_061.m4a|……………………そんなわけないでしょ！
vo_adv_1214002_062.m4a|ほら、アンタも来なさいよ！か、風邪ひかれたら困るでしょ！だけどいいわね？　絶対に絶対に絶対に、アタシの方は見ないのよ！
vo_adv_1214002_063.m4a|どんなことがあってもこっちを向いたらダメよ？レディの肌を見ようなんてマネ、一度でもしたら、一切容赦なく魔法でぶっ飛ばすからね？
vo_adv_1214002_064.m4a|だ、だから早く入りなさいよ！アタシも、寒……くしゅん！！
vo_adv_1214002_065.m4a|はぁ……あったかい……やっぱりここの温泉は最高よね。
vo_adv_1214002_066.m4a|うんうん、大活躍だったものね、アタシ！アンタはギリギリに来たから知らないと思うけど、あの大きい魔物相手にアタシはひとりで立ち向かったのよ。
vo_adv_1214002_067.m4a|アンタ一人だったら、絶対逃げ出してたわね。だけどアタシは怯えたりしないで……
vo_adv_1214002_068.m4a|ま、まあ最終的にはアンタの力があったから、勝てたんだけど。
vo_adv_1214002_069.m4a|牧場の人たちがここで働かせてくれて、舞台や物産展を一緒に作って、すごく楽しかったの。
vo_adv_1214002_070.m4a|舞台を観に来てくれるお客さんや、買い物をしてくれる人や……救護院のみんな……
vo_adv_1214002_071.m4a|全員、満足させたいの。みんなに笑顔でいてほしいの。アタシ一人の力では無理だってわかってるから……やっぱり、時々、アンタの力が必要なのよ。
vo_adv_1214002_072.m4a|だから、その……ありがと……お、お礼を言うのは大人のレディとして、当然だから！
vo_adv_1214002_073.m4a|感謝してるからこそ、風邪ひかないように、こうしてお風呂だって一緒に……って、そういう意味じゃないわよ！？
vo_adv_1214002_074.m4a|って、こっち見るなって言ったでしょ、バカ！！アタシはもう出るから、アンタ一人でつかってなさい！！
vo_adv_1214003_000.m4a|うーん、何にしようかしら……留守番を頼まれて、救護院に誰もいない今がチャンス！なんだけど……
vo_adv_1214003_001.m4a|やっぱり、お母さんに教えてもらった手作りケーキ？あれ、クルミと一緒に作ったとき評判良かったものね。
vo_adv_1214003_002.m4a|でもちょっと物足りないっていうか、派手さが足りないっていうか。こういう時は、もっとアタシらしくゴージャスにしたいわ。
vo_adv_1214003_003.m4a|あれ？　誰かお客さんかしら。はーい、今いきまーすっ！
vo_adv_1214003_004.m4a|アンタだったんだ。ちょうどいいところに来たわね。って、すごい荷物じゃない。どうしたの、それ？
vo_adv_1214003_005.m4a|配達だったのね、ご苦労さま。ねえねえ、それ運んだらこっちに来て。今すっごく悩んでるから、アンタの意見が必要なのよ。
vo_adv_1214003_006.m4a|悩めるレディのために一緒に解決策を探しなさい！
vo_adv_1214003_007.m4a|……というわけで、救護院のみんなにお世話になったお礼をしようと思うの。
vo_adv_1214003_008.m4a|でっしょー！？　やっぱ大人のレディはちゃんとそういうことを考えないとね！
vo_adv_1214003_009.m4a|っていうわけで、旬のフルーツをふんだんに使ったオシャレスイーツで、パーティーをしてみたいの！
vo_adv_1214003_010.m4a|リッチなクリームとふわふわの生地のミニケーキでしょ、キラッキラのゼリーには宝石みたいなフルーツが飾ってあるの！サクサクのパイ生地とクリームのミルフィーユも捨てがたいわね……
vo_adv_1214003_011.m4a|ちょっとお子様っぽいけど、定番のショートケーキも外せないわよね。何しろ救護院にはまだ小さい子もたくさんいるんだし。
vo_adv_1214003_012.m4a|ねえ、アンタはどう思う？
vo_adv_1214003_013.m4a|ここまで来たら一流のパティシエにケータリングを頼むのよ♪決まってるじゃない！
vo_adv_1214003_014.m4a|アタシの感謝の気持ちを伝えるんだもの、いつも通りのことをやってたんじゃ意味ないでしょ。
vo_adv_1214003_015.m4a|それにやっぱり……大人のレディとして、旬のフルーツは外せないわ。
vo_adv_1214003_016.m4a|昨日読んだファッション誌に載ってたもの。『春の極上スイーツはレディのたしなみ』って！
vo_adv_1214003_017.m4a|ケーキやお花やフルーツが飾ってあって……それはもう最高にラグジュアリー！　って感じだったの！ね、ね、素敵でしょ！？　アンタも食べてみたいでしょ！？
vo_adv_1214003_018.m4a|え？　何？自分でできる範囲でやろう……？もー！　お母さんと同じようなお小言なんて聞きたくないわよ！
vo_adv_1214003_019.m4a|アタシはいつもと違うことをやって、みんなにアッと驚いてもらいたいの。
vo_adv_1214003_020.m4a|……ま、まあ、アンタの言うことも一理あるのは確かよ。だけど、一人じゃすごいものなんて作れないし……
vo_adv_1214003_021.m4a|そうだわ！　アンタも作るの手伝いなさいよ。一人より二人の方がいろいろできるじゃない！アシスタントに任命してあげるわ♪
vo_adv_1214003_022.m4a|そうと決まれば何を作るか決めなくちゃね！
vo_adv_1214003_023.m4a|イチゴにクリームと言えば確かにショートケーキ。いっぱい種類があるならいいけど、ひとつだけ選ぶとしたら大人っぽさに欠けるわ。
vo_adv_1214003_024.m4a|おいしいわよね～！　パンケーキ！だけど残念ながら高級感が足りないのよね。
vo_adv_1214003_025.m4a|何か別のアイディアはないの？
vo_adv_1214003_026.m4a|アタシ宛ての荷物？アキノさんとマヒルさんから？何かしら。
vo_adv_1214003_027.m4a|『大自然グルメツアーのために、各地の野山に行ってまいりました！集めてきた旬の素材をお届けしますわ！』……？
vo_adv_1214003_028.m4a|わあ、いろいろ入ってる！？　このピンクなのは……花、の塩漬け？こっちは葉っぱの……これも塩漬けじゃない！いったい何なのかしら、これって。
vo_adv_1214003_029.m4a|マヒルさんの荷物は……『牧場の春の素材をお届けするべ！新製品もいろいろ入れておくから使ってけろ！』
vo_adv_1214003_030.m4a|こっちはジャムや乳製品ね。美味しそう！　いい感じじゃない！
vo_adv_1214003_031.m4a|なっ、何よそれ……？サクラ……？　モチ……？聞いたことないわ……
vo_adv_1214003_032.m4a|アタシが今まで見たスイーツの特集にもなかったし……なんだか名前もへんてこよね？
vo_adv_1214003_033.m4a|大体、どんな材料を使うのよ。サクラって……花の名前よね？モチは……お餅？
vo_adv_1214003_034.m4a|えっ、これがサクラ？　さっきのしょっぱい花と葉っぱ？ま、まさか、なんか変なものを作ってみんなを驚かせようとか、そういう魂胆じゃないでしょうね？
vo_adv_1214003_035.m4a|アッと驚かせたいのはいい意味で！　だからね！？もちろん、って……ふうん。そんなにおすすめだったら、詳しく話を聞いてもいいわ。
vo_adv_1214003_036.m4a|トーゴクでは有名なお菓子で……春になるとみんな食べてて……？春を告げる美しい花の名前のお菓子……口に入れると花の香りがふわりと漂う……？
vo_adv_1214003_037.m4a|何それ素敵じゃない！　とってもオシャレだわ！どうして早く言わないのよ！？早速作りましょ！
vo_adv_1214003_038.m4a|足りないものは買ってきたし。さ、始めましょ。いーい？　アタシはあんこっていうのを作るから、アンタはお米の粉を蒸しておいてね。
vo_adv_1214003_039.m4a|うーん……あんこっていい香り……だけど、焦げないようにかき混ぜるのって、た、大変ね……！
vo_adv_1214003_040.m4a|塩漬けのお花は塩を抜いて……ピンクでとってもキレイ♪最高に春っぽいじゃない！
vo_adv_1214003_041.m4a|よし、次は……生地であんこを包む……のって……うう、難しい……！
vo_adv_1214003_043.m4a|なっ！？　なななななんにもしてないわよ！？みみみみみみんなに内緒でスイーツ作りとか、してないから！
vo_adv_1214003_046.m4a|ちょっと！　そういうんじゃないのよこれは！トーゴクの、エキゾチックでオシャレで素敵なスイーツなの！
vo_adv_1214003_047.m4a|勝手に手を出さないでよー！って……意外と上手いわね。
vo_adv_1214003_049.m4a|しょうがないわね！それでいいわ。みんな楽しそうだし。いつだって心を広く持つのがレディなんだから。ね！
vo_adv_1214003_052.m4a|アンタいいこと言うわね！それにしましょ。春のサクラスイーツパーティーよ！
vo_adv_1214003_054.m4a|あ……そうだったわ、最初にスイーツを作ろうと思って生クリームを出してたのよね……アタシこそごめんね。
vo_adv_1214003_055.m4a|うーんどうしよう……せっかくのサクラと、生クリーム……
vo_adv_1214003_056.m4a|……本当だわ。ほんのりピンク色で、ちょっとサクラの香りもするのね。ねえねえ、これを使って、チーズケーキを作るのはどう？
vo_adv_1214003_057.m4a|さっきアンタが届けてくれた箱に、クリームチーズもあったはずよ。サクラのホイップクリームを、サクラモチにトッピングするのもよさそう♪
vo_adv_1214003_058.m4a|大人なトーゴクのスイーツも、デコればゴージャスに変身できるわね！
vo_adv_1214003_060.m4a|ナイスアイディアね！アンタも将来はきっと素敵なレディになれるわ。
vo_adv_1214003_061.m4a|さぁ、まだまだ材料はあるから、たくさん作るわよ！
vo_adv_1214003_064.m4a|そうね。きっと、びっくりして……喜んでくれるわよね。サレン様たち！
vo_adv_1214003_066.m4a|すごいすごい！　いろんなスイーツができたわね！サクラモチも、クリーム入り、フルーツ入り、どれもとってもおいしそう♪
vo_adv_1214003_067.m4a|さぁ、お庭に並べてお茶会の準備よ！
vo_adv_1214003_068.m4a|かわいくキラッキラに飾り付けて、エレガントでゴージャスで……最高のお茶会にしなくちゃね♪
vo_adv_1214003_069.m4a|……ねえ、アンタ。自分でできる範囲っていうのは、こういう……みんなで一緒にやったものでも、いいのかしら。
vo_adv_1214003_070.m4a|アタシ一人で準備できたサプライズじゃないけど今日はすごく楽しくて。
vo_adv_1214003_071.m4a|それに……今までで一番、お菓子作りしてて幸せだったわ。お礼を作るつもりだったのに、アタシが楽しくなっちゃうなんて、不思議よね。
vo_adv_1214003_072.m4a|……それが一番いいことだと思う……？そ、そうかしら？　アンタがそういうなら、今日はそういうことにしておいてあげてもいいわ。
vo_adv_1214003_073.m4a|きっと、一流パティシエのケータリングを頼んだらこんな気持ちには、ならなかったと思うから。だから、その……えっと……
vo_adv_1214003_074.m4a|これ！あげるわ！
vo_adv_1214003_075.m4a|お茶会用とは別に作っておいたの。アンタにだけ、渡せるようにって。いい？　ちゃんとアンタが食べるのよ？
vo_adv_1214003_076.m4a|特製の特製の特製よ。ありがたがって、味わって食べてよね！
vo_adv_1214003_077.m4a|おいしかった以外の感想は、受け付けないからそのつもりで！じゃあ、アタシはあっちに行ってるわ！
vo_adv_1214004_000.m4a|えっと、お弁当は持ったわよね。マヒルさんたちに渡すお土産もあるし。他に忘れ物は……
vo_adv_1214004_003.m4a|わ、わかってるわよ！今、持ち物のチェックしてるからちょっと待ってて！
vo_adv_1214004_005.m4a|小さい子の面倒を見るのは当たり前でしょ。アタシは大人のレディなんだから。それより、はいこれ。
vo_adv_1214004_006.m4a|アンタは荷物持ちなんだから、お弁当もおやつも、ちゃんと全部運んでよね。しっかり働かないと、おやつ抜きにするわよ。
vo_adv_1214004_007.m4a|それじゃ、早く行きましょ！今日は絶好のお花見日和なんだから♪
vo_adv_1214004_008.m4a|……って、ちょっといくらなんでもまぶしすぎない？天気がいいっていっても、限度ってあるでしょー！？
vo_adv_1214004_067.m4a|んぅ……ふぁぁ……あれ？　寝ちゃってた……？
vo_adv_1214004_068.m4a|えっと……何してたんだっけ。確か、お花見の準備で……って！そうよ、これから出かけるところじゃない！
vo_adv_1214004_069.m4a|ちょっとアンタも起きなさいよ！外でみんな待ってるわよ、ほら！　早く起きなさいってば！
vo_adv_1214004_070.m4a|おはよう、じゃないわよ！？ほら、荷物持って！　水筒は持った？　お弁当とおやつは？
vo_adv_1214004_071.m4a|もう！　これじゃお母さんみたいじゃない。あ、でもお母さんってちょっと大人っぽいかも……♪ほら、行くわよ{player}！
vo_adv_2109004_038.m4a|アタシは聞いた気もするわ！たった今まで忘れてたけどっ！
vo_adv_2109004_041.m4a|だ、大丈夫よイオちゃん！アタシたち、最近しっかり勉強してるし……テストなんてヨユーなんだからっ！
vo_adv_2109004_043.m4a|えっ！？えーっと、えーっと……！
vo_adv_2109004_052.m4a|アンタいつからそこにっ！？
vo_adv_2109004_055.m4a|っていうか、いまさら何しに来たってのよ！？みんなを洗脳しようとしてたアンタがっ！
vo_adv_2109004_065.m4a|アンタ、アタシたちに何か恨みでもあるってワケ！？
vo_adv_2109004_072.m4a|そんなイミわかんない理由で、こんなヒドいことできるっての！？
vo_adv_2109005_109.m4a|クラスのみんなは逃がしてきたわよ！イオちゃん！
vo_adv_2109005_112.m4a|そーよっ！今度こそ、大人のレディの振る舞いってもんを教えてやるんだから！
vo_adv_2109005_115.m4a|今度はアタシたちが、イオちゃんを助ける番ってことよ！生徒はいつか、先生を越えていくものなんだから！
vo_adv_2109008_027.m4a|こうなったら……ユカリさんの【メルクリウス財団】に、修理を依頼するしかないかしらねーどっかの女学院が壊れたときは、一日で直したってウワサだし。
vo_adv_2109008_029.m4a|ふふん♪ちょっと高くつくかもしれないけど……請求書は、ミソラのやつに回してやりましょ！
vo_adv_2109008_030.m4a|って……イオちゃん？どうしたの？
vo_adv_2109011_009.m4a|なによアレ！こっからでも見える魔物なんて、めちゃくちゃ大きいわよっ！？
vo_adv_5070000_002.m4a|イオちゃんは先生の仕事があるからそんなに遊べないでしょ？だいたいスズナだってモデルの仕事があるって言ってたじゃない。
vo_adv_5070000_007.m4a|そうかもしれないけど、やたらと宿題の量が多かったのはアタシの気のせいかしら……？
vo_adv_5070000_010.m4a|でもイオちゃん。アタシ、宿題より大切なものがあると思うのよね〜？今年の夏は一度しかないんだし。
vo_adv_5070000_012.m4a|{player}もそう思うわよね！
vo_adv_5070000_014.m4a|遊び疲れて、宿題を忘れちゃっても仕方ないわよね～
vo_adv_5070000_017.m4a|まぁ、アンタたちはいっつも夏休みみたいなもんだから、本当の夏休みくらいがんばらないとね。
vo_adv_5070000_019.m4a|それは…………そうね。わかった、わかったわよ。アタシもきちんとがんばるわ。
vo_adv_5070003_040.m4a|あら、偶然じゃない。
vo_adv_5070003_049.m4a|それにしても{player}、プールで遊ぶなんてずいぶん余裕ね。宿題は終わったの？
vo_adv_5070003_052.m4a|だいたいなんでシズルさんが答えてるのよ。あんた……まさかやってもらったんじゃないでしょうね？
vo_adv_5070003_054.m4a|そ、そう。エリコさんが証人っていうのも変な気がするけど……
vo_adv_5070003_056.m4a|ひぃっ！？　な、なんでもないわ……！
vo_adv_5070003_065.m4a|べ、別に泳げなくてもいいと思うけど……？
vo_adv_5070003_073.m4a|ア、アタシはレディらしくプールサイドで優雅にしてるわ。
vo_adv_5070003_074.m4a|うっ……し、仕方ないわね。付き合ってあげるわよ。
vo_adv_5070003_077.m4a|ちょっと{player}！水掛けるんじゃないわよ！
vo_adv_5070003_080.m4a|足はきれいに動いてるのに全然進まないわね。……逆にすごいわ、イオちゃん。
vo_adv_5070003_085.m4a|捕まりに行ってどうするのよ！鬼ごっこにならないでしょ！
vo_adv_5070003_109.m4a|早く帰らないとイオちゃんに迷惑掛けちゃうわよね。
vo_adv_5070003_118.m4a|静かに見る遠くの花火……素敵じゃない！ふふん、アタシにぴったりの大人な楽しみ方ね。
vo_adv_5070003_121.m4a|は～静かに楽しむ良さが分からないのかしら。
vo_adv_5070003_123.m4a|そう？　で、でもアタシは……
vo_adv_5070003_125.m4a|しょうがないわね……イオちゃんが言うなら、付き合ってあげるわ。
vo_adv_5070005_069.m4a|あれ？アンタまたシズルさんたちと一緒に遊んでるのね。
vo_adv_5070005_071.m4a|いいわよ。ちょうど宿題も終わったしね。
vo_adv_5070005_074.m4a|えっと……もしかしてアンタ、まだ終わってないの……？
vo_adv_5070005_075.m4a|夏休みあと３日しか残ってないわよ……？
vo_adv_5070007_006.m4a|事情を知ってるアタシたちのほうがよくわからないわよ。なんであんなことやらかして……
vo_adv_5070007_010.m4a|学校に着いたら【王宮騎士団（NIGHTMARE）】の人たちが倒れまくってるんだからびっくりしたわよ。
vo_adv_5070007_031.m4a|いや、さすがにそれは盛ってるでしょ……って、まさか。
vo_adv_5070007_033.m4a|あの二人、本当にただものじゃないわね……
vo_adv_5084003_012.m4a|ちょっとアンタ、もうすぐテストよ！？アンタがいないと点数下がっちゃうじゃない！
vo_adv_5084003_016.m4a|勿体ないわね……せっかく毎日勉強してたのに、こんなんじゃ覚えたことも忘れちゃうわよ。
vo_adv_5084003_018.m4a|なんか聞いたことあるかも。寝てるときに耳元で囁けばいいのよね？頭がよくなるようなことを。
vo_adv_5084003_022.m4a|アタシは大人のレディ！　アタシは大人のレディ！アタシは大人のレディ！　アタシは大人のレディ！アタシは大人のレディ！　忘れるんじゃないわよ！
vo_adv_5084003_069.m4a|なっ、なによあのくらい！アタシにだって解けるわよ！
vo_adv_5084003_071.m4a|えっ！？そ、それは、その～
vo_adv_5084003_073.m4a|えっ？　あ、うん…………ありがと。
vo_adv_5084646_000.m4a|まったく……いつまでアタシのこと、ほったらかしにするつもりなのかしら……
vo_adv_5084646_001.m4a|はやく起きないと、アンタなんかじゃ隣を歩けないくらいのエレガントでゴージャスな大人のレディになっちゃうわよ……？
vo_adv_5088000_014.m4a|ごめんくださ～い！
vo_adv_5088000_017.m4a|ア、アタシ、ミサキって言います！サレン様に弟子入りがしたくて来ました！！
vo_adv_5088000_020.m4a|その素敵な大人レディ特集を読んで、サレン様に弟子入りしたいって思ったんです。
vo_adv_5088000_022.m4a|え？アタシが読んだのはファッション誌の特集だったんですけど……
vo_adv_5088000_024.m4a|あの……
vo_adv_5088000_027.m4a|そ、そうですか……そうですよね……いきなり押しかけて……
vo_adv_5088000_029.m4a|でもご迷惑じゃ……
vo_adv_5088000_033.m4a|……？
vo_adv_5088000_035.m4a|ア、アタシは遊びに来たわけじゃ……
vo_adv_5088000_038.m4a|なるほど！　弟子入り前の下準備ってわけね！……あ、え、えっと。弟子入り前の下準備……です、ね！
vo_adv_5088000_040.m4a|は、はい……！
vo_adv_5088000_043.m4a|すごいわ！　やっぱりサレン様は理想のレディだわ！
vo_adv_5088000_046.m4a|スズメさん！？　大丈夫？
vo_adv_5088000_049.m4a|みんな驚かないの？
vo_adv_5088000_053.m4a|えっと、アタシは……
vo_adv_5088000_056.m4a|あ、ありがとうございます……
vo_adv_5088000_057.m4a|って！　これじゃ子供のお泊まり会じゃない！せっかく大人のレディになるために来たのに！
vo_adv_5088000_058.m4a|でも、みんなが聞かせてくれたサレン様のお話、本当にすごかったわ。もっと聞きたいし、それに……
vo_adv_5088000_059.m4a|ただお泊まりするだけじゃなくて、何か一つでも役に立って帰らないと弟子にしてもらえないわ。
vo_adv_5088000_065.m4a|よくあるの？
vo_adv_5088000_067.m4a|そ、それならアタシが……
vo_adv_5088000_068.m4a|扉の修理はできないわね……
vo_adv_5088000_070.m4a|あ、ううん！　なんでもない、なんでもない！
vo_adv_5088000_071.m4a|うーん、何かアタシにできることはないのかしら……
vo_adv_5088000_075.m4a|スズメさん……？
vo_adv_5088001_008.m4a|キャー！！ス、ス、スズメさんー！！！！
vo_adv_5088001_013.m4a|天井と床にシミがたくさんあって、壁には引っ掻いたような跡もあって、部屋のどこかからガタガタって物音が聞こえてきて……！
vo_adv_5088001_014.m4a|あの部屋、何かいるんじゃないかって思って！お化けとか幽霊とか魔物とか！謎の気配を感じるの！！
vo_adv_5088001_016.m4a|す、姿の見えない魔物とか……そういうのじゃない？
vo_adv_5088001_020.m4a|レディは一人で寝られるけど……ありがと！お邪魔するわ！
vo_adv_5088001_021.m4a|それで、スズメさんは何があったんですか？何か困った顔をしてたような……
vo_adv_5088001_031.m4a|アタシはサレン様の弟子入りでここに来たってわけ。
vo_adv_5088001_043.m4a|……サレンディア救護院って、みんなにとってすごく大事な場所なんだ……サレン様が、一生懸命作った大切な場所なのね。
vo_adv_5088001_044.m4a|アタシは、今日ここに来たばっかりだし、救護院の子じゃないけどでも……アタシだって、ここがなくなるのは嫌だ。
vo_adv_5088003_000.m4a|はぁー！　おなかすいたぁ！
vo_adv_5088003_004.m4a|アキノさん！
vo_adv_5088003_006.m4a|……この香り、パン屋さんみたい♪
vo_adv_5088003_013.m4a|わぁぁ！　焼きたて！
vo_adv_5088003_022.m4a|ふわぁ……チーズもおいひい……とろとろで……いっ、いけない！レディはこんな緩んだ顔したりしないのよ！
vo_adv_5088003_024.m4a|あわわわ……！　取って、取って！
vo_adv_5088003_025.m4a|ありがとう、助かったわ……じゃなくて！なんでレディのほっぺたに断りもなく触れるのよ～！！ドキッとするじゃないのよ！
vo_adv_5088003_040.m4a|ねえ、シオリさん。このパンってランドソルでは売ってないんですか？
vo_adv_5088003_045.m4a|そっか。作るのも売るのも、人の手が必要なんですもんね。
vo_adv_5088003_047.m4a|え？　どうやって？牛のお世話もあるし……そのうえ行商にも行くってこと？
vo_adv_5088003_052.m4a|場所……場所……救護院の庭を使うのはどう？売るのはアヤネやみんなにも手伝ってもらうとか！
vo_adv_5088003_053.m4a|あ、もちろんスズメさんに許可をもらってから、になるけど……やっぱり、【サレンディア救護院】はお店をやるギルドじゃないから難しかったりするかなあ……
vo_adv_5088003_055.m4a|物産……展？
vo_adv_5088003_065.m4a|やりましょ！最高に大人で最高におしゃれな物産展にするわよ！
