vo_adv_1017009_000.m4a|…………
vo_adv_1177001_073.m4a|あ、そうそう……忘れる前に、{player}にこれを渡しとかないと！
vo_adv_1177001_074.m4a|うん。{player}にプレゼントするために、最後の二体を残しておいたさ～
vo_adv_1177001_075.m4a|二匹のシーサーは、ずーっと側で一緒にいるわけさ～
vo_adv_1177001_076.m4a|私たちも、シーサーみたいにずっとずーっと一緒にいようね～♪
vo_adv_1177002_000.m4a|あ、いたいた～♪　探したさ～！
vo_adv_1177002_001.m4a|繁華街の方でハロウィンの仮装パーティーやってるみたいさ～それで、{player}と一緒に行きたいな～って思ってね～♪
vo_adv_1177002_002.m4a|……バイトが終わって、この後ヒマなの？なら、ちょうど良かったさ～！　ほらほら、行こっ♪
vo_adv_1177002_003.m4a|あは～♪仮装パーティー、楽しみさ～！
vo_adv_1177002_004.m4a|私の故郷にもね、ハロウィンってあるんだよ～子どもたちが仮装したりして、毎年、盛り上がってるさ～
vo_adv_1177002_005.m4a|けど、ランドソルのハロウィンは、私の故郷よりも、もっともーっと盛り上がってるさ～！
vo_adv_1177002_006.m4a|だから私、ランドソルの仮装パーティーに参加するの、でーじ楽しみにしてたんだよ～♪
vo_adv_1177002_007.m4a|……あれっ？繁華街の方からたくさんの人がこっちに走ってくるさ～これもハロウィンのイベントだったりするのかな～？
vo_adv_1177002_009.m4a|幽霊？ねぇ、お兄さん。あっちで何かあったの～？
vo_adv_1177002_012.m4a|だからみんな、怖くて逃げているんだね～……あれっ？　それじゃあ仮装パーティーは……
vo_adv_1177002_014.m4a|……しょうがないけれど、仮装パーティー中止なんて残念さ～……楽しみにしてたのに～……
vo_adv_1177002_015.m4a|……えっ？　私たちで幽霊騒ぎを解決すれば、仮装パーティーは再開するかもって？確かに、そうかもしれないさ～♪
vo_adv_1177002_016.m4a|私たちのハロウィンを守るためにも、とにかく、現場に行ってみるさー！
vo_adv_1177002_017.m4a|人の気配がしないさ～……みんな逃げたみたいね～でーじ静かさ～幽霊はどこにいるのかな～？
vo_adv_1177002_018.m4a|……はっ！　危ない、よけるさー！
vo_adv_1177002_019.m4a|ビックリした～……いきなりカボチャのランタンが飛んでくるなんてね～……{player}、大丈夫ね～？
vo_adv_1177002_021.m4a|……笑い声は聞こえるけど、姿は見えないさ～やっぱりこの騒ぎは幽霊の仕業みたいね～
vo_adv_1177002_023.m4a|へ？　遊ぶって……
vo_adv_1177002_024.m4a|わわっ！？またカボチャのランタンが飛んできたさ～！？とにかく、気合でかわすさーっ！
vo_adv_1177002_026.m4a|わっと！　ギリギリかわせたさ～！……コラーッ！　もう止めるさー！
vo_adv_1177002_028.m4a|むむむ……イタズラを止めたくても、姿が見えないからどうにもならないさ～……
vo_adv_1177002_029.m4a|ここはひとまず、作戦を練る時間を稼ぐさ～！ほら、こっちに隠れるさ～！
vo_adv_1177002_031.m4a|ふぅ、ここにいることには気付いてないみたいさ～けど、これからどうしようかね～……
vo_adv_1177002_032.m4a|私たちじゃ手も足も出ないさ～だからって、このまま逃げるわけにもいかないし……
vo_adv_1177002_033.m4a|……ん～？　なにか聞こえるさ～……これって、あの子の泣き声？
vo_adv_1177002_036.m4a|……そっか。あの子、カボチャのランタンを使ってドッジボールしてるつもりだったんだ……
vo_adv_1177002_037.m4a|きっと、遊び相手がいなくて寂しかったんだね～…………あの子のこと、放っておけないさ～！
vo_adv_1177002_038.m4a|こうするつもりさ～！
vo_adv_1177002_039.m4a|幽霊ちゃん！私はここさ～！
vo_adv_1177002_041.m4a|いい球さ～！　だけどっ！
vo_adv_1177002_043.m4a|あは～、ナイスボールさ～♪けど、ランタンでドッジボールするのは危ないから止めるさ～？
vo_adv_1177002_045.m4a|分かってくれればいいさ～♪それより！　他の遊びをするさ～！
vo_adv_1177002_047.m4a|もちろんさ～♪
vo_adv_1177002_050.m4a|うんうん、踊るのってでーじ楽しいもんね～♪一緒にいーっぱい踊ろうね～♪
vo_adv_1177002_051.m4a|楽しい思い出、たくさん作るさ～！じゃあ、行くよ～！
vo_adv_1177002_052.m4a|あは～♪　ちょうどいいタイミングで花火始まったね～♪やっぱり踊るのって楽しいさ～！
vo_adv_1177002_054.m4a|見えないけど、それでオッケーさー！自由に楽しく踊れば、それで正解さ～♪
vo_adv_1177002_056.m4a|いい感じさ～！私たちが友達になった記念に、いっぱい踊りまくるさ～！
vo_adv_1177002_058.m4a|うん！一緒に踊ったら、もう友達さ～！
vo_adv_1177002_060.m4a|ふぅ、いっぱい踊ったさ～♪
vo_adv_1177002_063.m4a|もちろんさ～♪いつでも遊ぼうね！
vo_adv_1177002_065.m4a|……あ。あの子の気配が消えたさ～満足して帰ったみたいだね～良かったさ～♪
vo_adv_1177002_066.m4a|さっき逃げたみんなに、もう大丈夫だよって伝えに行くさ～それで仮装パーティーは再開できるはずさ～
vo_adv_1177002_067.m4a|それにしても。幽霊のお友達ができるなんて夢にも思っていなかったさ～！やっぱり、ランドソルのハロウィンはスゴいね～♪
vo_adv_1177003_000.m4a|あは～♪来てくれてありがとね～♪
vo_adv_1177003_001.m4a|手伝ってほしいことって何かって？あれ～？　言ってなかったっけ？実はね～サーターアンダギー作りを手伝ってほしいわけさ～♪
vo_adv_1177003_002.m4a|今年のハロウィンは何をしよっかって、【動物苑】のみんなと話しあったさ～
vo_adv_1177003_003.m4a|それで、ランドソルのみんなにお菓子を配ろうってことになってね～♪
vo_adv_1177003_004.m4a|たっくさんサーターアンダギーを作るから、{player}に手伝ってほしいわけさ～
vo_adv_1177003_005.m4a|あは～♪その意気さ～！
vo_adv_1177003_007.m4a|ん～？　今の声って……？誰かいるの～？
vo_adv_1177003_009.m4a|本当さ～声は聞こえるけど姿は見えないさ～……ってことは、幽霊ね～？
vo_adv_1177003_011.m4a|おばあ、サーターアンダギーのこと知ってるの？
vo_adv_1177003_013.m4a|多分、おばあが旅行した島って私の故郷さ～♪いいところだったでしょ！
vo_adv_1177003_017.m4a|そっか～……すてきな夢なのに残念だったね～……
vo_adv_1177003_018.m4a|……決めた！おばあの夢、私たちが叶えてあげるさ～！
vo_adv_1177003_020.m4a|もちろんさ～！私もサーターアンダギーのこと、みんなに知ってもらいたいしね～♪
vo_adv_1177003_021.m4a|それじゃあ、さっそく、サーターアンダギーを作っていくさ～！
vo_adv_1177003_023.m4a|なるほど～おばあはサーターアンダギー博士だね～♪もっといろいろ教えてほしいさ～！
vo_adv_1177003_026.m4a|あは～♪　確かに私、サーターアンダギーのこと大好きさ～！愛情を込めて作るさ～♪
vo_adv_1177003_027.m4a|楽しいお菓子作りの後は、お菓子配りさ～！このサーターアンダギーをぜんぶ配って、おばあの夢を叶えてみせるさ～♪
vo_adv_1177003_028.m4a|あっ、女の子がやって来るさ～あの子に渡してくるね～♪
vo_adv_1177003_029.m4a|ハッピーハロウィーン♪おいしいサーターアンダギーをどうぞ～！
vo_adv_1177003_031.m4a|サーターアンダギーはサーターアンダギーさ～でーじおいしそうでしょ、ほら♪
vo_adv_1177003_033.m4a|そう～？　もしサーターアンダギーを食べたくなったら、いつでも遠慮なく言ってね～♪
vo_adv_1177003_034.m4a|こういうこともあるさ～さ、次にいくさ～♪
vo_adv_1177003_035.m4a|みんな、全然、サーターアンダギーを受け取ってくれないさ～！？
vo_adv_1177003_037.m4a|……こうやってお菓子配りをして分かったことがあるさ～
vo_adv_1177003_038.m4a|ランドソルではサーターアンダギーって全然有名じゃないさ～そのせいでなかなか受け取ってもらえないみたいね～
vo_adv_1177003_039.m4a|それと……見栄えが地味で、ハロウィンらしくはないさ～？そういうところが、人気の出ない理由みたいさ～
vo_adv_1177003_040.m4a|おいしいサーターアンダギーを作れば、それでいいと思ってたんだけど……どうすればいいんだろうね～
vo_adv_1177003_041.m4a|お～！　それすっごくいい考えかもしれないさ～！さすが{player}だね～♪
vo_adv_1177003_042.m4a|なら、サーターアンダギーを、カボチャを使って作ってみるっていうのはどうかな～？ハロウィンらしいサーターアンダギーになるはずさ～！
vo_adv_1177003_043.m4a|それから、ハロウィンっぽくデコレーションしちゃうさ～！そうすれば人気が出るはず！
vo_adv_1177003_045.m4a|待っててね、おばあ♪次こそ、サーターアンダギーをみんなに広めてみせるさ～！
vo_adv_1177003_046.m4a|カボチャのサーターアンダギー、でーじおいしく作れたさ～♪それに、デコレーションも上手にできたさ～♪
vo_adv_1177003_047.m4a|リベンジの準備はバッチリ！　さぁ、張り切って、ハロウィン用サーターアンダギーを配りまくるさ～！
vo_adv_1177003_048.m4a|ハイターイ♪サーターアンダギー、おひとつどうぞ～♪
vo_adv_1177003_050.m4a|あは～♪　さっそく、受け取ってもらえたさ～♪デコレーションの効果はバッチリみたいね～
vo_adv_1177003_051.m4a|この調子でどんどんいくさ～！
vo_adv_1177003_052.m4a|はい、サーターアンダギーどうぞ～！……ハロウィン向けに工夫したおかげで、普通のサーターアンダギーよりもたくさん受け取ってもらえるさ～♪
vo_adv_1177003_053.m4a|けど、まだまだこれからさ～おばあの夢はたくさんの人にサーターアンダギーのことを知ってもらうこと！
vo_adv_1177003_054.m4a|だから、もっともっといっぱい配るさ～！……けど、これ以上受け取ってもらうには、どうすればいいのかな～？
vo_adv_1177003_056.m4a|うん、そうさ～！私たちに、なにか用ね～？
vo_adv_1177003_058.m4a|あは～♪　うれしいさ～！じゃあ、特別にたくさんあげるさ～！家族や友達と一緒に食べてね～♪
vo_adv_1177003_061.m4a|……わっ、いっぱい人が集まってきた！みんなの分、ちゃんとあるからね～！一列にならんで待っててね～♪
vo_adv_1177003_062.m4a|口コミでサーターアンダギーのおいしさが広まったみたいだね～♪これなら、たくさんの人に渡せそうさ～！
vo_adv_1177003_064.m4a|いーっぱい作ったハロウィンサーターアンダギーぜーんぶ配り終わったさ～！　おつかれさま～！
vo_adv_1177003_067.m4a|あは～♪　おばあの夢を叶えられて、私たちもうれしいさ～！
vo_adv_1177003_069.m4a|バイバイ、おばあ！私たち、サーターアンダギーのこと、これからも大好きさ～！
vo_adv_1177003_071.m4a|……行っちゃったみたい。夢をもったすてきなおばあだったね～♪
vo_adv_1177003_072.m4a|……あ、見て！向こうに私たちのサーターアンダギー食べてる子がいるさ～あ、あっちにもこっちにもいるね～
vo_adv_1177003_073.m4a|あは～♪　みんな幸せそうに食べてるね～♪
vo_adv_1177003_074.m4a|{player}のおかげで、おばあや街のみんなを幸せにできたさ～♪ありがとね～♪
vo_adv_1177004_000.m4a|さっきは本当にありがとね～サーターアンダギーを作ったり配ったりするの手伝ってくれて、でーじ助かったさ～♪
vo_adv_1177004_001.m4a|そうだ、まだお礼してなかったね～これをあげるさ～！
vo_adv_1177004_002.m4a|はい、サーターアンダギー！{player}の分、一つ残しておいたさ～♪
vo_adv_1177004_003.m4a|あはは、{player}の体、ピカピカ光ってるさ～サーターアンダギーもらったのがそんなにうれしいの～？……って、どうしてそんなに光ってるさ～！？
vo_adv_1177004_066.m4a|ふわぁ～……いつの間にか寝ちゃってたみたいさ～なんだか変な夢を見てたさ～
vo_adv_1177004_067.m4a|……へ？　{player}も同じ夢見てたの？不思議だね～まあ、ハロウィンだしこういう変わったことも起こるさ～♪
vo_adv_1177004_068.m4a|……寝たらお腹すいた？　あはは、なら、さっきあげたサーターアンダギー食べるといいさ～♪
vo_adv_1177004_069.m4a|味はどうね～？……おいしい？　良かったさ～♪
vo_adv_1177004_070.m4a|……ん～？　ちょっと待ってね～？ほっぺのとこに食べかすついてるよ～？今、取ってあげるさ～
vo_adv_1177004_071.m4a|あは～、どういたしまして♪なにかあったら、カオリねーねーに任せるさ～♪
vo_adv_1177004_072.m4a|……あ、食べ終わったみたいね～じゃあ、お腹も膨れたところで遊びに行くさ～！
vo_adv_1177004_073.m4a|私、やりたいことがいっぱいあるんだ～♪お化け屋敷に行ったり、いろいろ仮装したり！カボチャのランタンを作ったりもしたいさ～♪
vo_adv_1177004_074.m4a|けど、やりたいことが多すぎて、時間が足りないかもしれないさ～
vo_adv_1177004_075.m4a|……ハロウィンは今年だけじゃない？確かにそうだね～♪今年できなかったことは来年やればいいだけさ～♪
vo_adv_1177004_076.m4a|今年も来年も、私たちがおじいとおばあになっても！一緒にハロウィンを楽しもうね～♪
vo_adv_2110001_002.m4a|あったかいお布団で、休ませてあげよ？
vo_adv_2110001_011.m4a|屋敷だけじゃなくって、街そのものがうちらの味方さ。獣人族のみんなはもちろん、そうじゃないひとたちも！
vo_adv_2110001_019.m4a|あっ、でも。鎧の男の人と、半裸の男の人はすっごく慌てたカンジで出てっちゃったさ。
vo_adv_2110001_026.m4a|まだ、体調が戻ってないのに悪いけど……何があったのか、聞かせてほしいさ。きっと、力になれると思うし？
vo_adv_2110001_029.m4a|うんっ！今ここには、私たちしかいないしさ？
vo_adv_2110001_041.m4a|『あの人たち』……？
vo_adv_2110001_047.m4a|素顔は？
vo_adv_2110001_056.m4a|あ、痘痕……？
vo_adv_2110001_074.m4a|ええええ～～っ！！？それじゃ今の私たちって、ぬいぐるみの身体ってことさ！？
vo_adv_2110001_077.m4a|そ、そんなにすんなり、信じられないさっ……
vo_adv_2110001_087.m4a|え、え、ええええっ……戻れないって、それって……とっても大変さっ！？……大変……だよね？
vo_adv_2110001_089.m4a|この世界がおかしいなんて言われても、ぜんぜん実感わかないさ……
vo_adv_2110001_107.m4a|カスミっ、落ち着くさ～っ！？首が締まっちゃってるさ～！
vo_adv_2110001_111.m4a|なんでさー？
vo_adv_2110002_051.m4a|{player}たちのために、回復魔法を使いっぱなしさ。ちょっと休まなきゃ、マホのほうが倒れちゃうさ～
vo_adv_2110002_055.m4a|なら、外の空気でも吸いにいくさ～♪見張りをしてくれてるマコトに、差し入れ持っていきたいし！
vo_adv_2110002_060.m4a|カスミ、警備の強化ってどういうことさ？
vo_adv_2110002_066.m4a|……うん。この世界が……どこかの誰かの、作り物かもしれないなんて……
vo_adv_2110002_071.m4a|今日は私ら、みんなと遊んであげられないさ～ごめんさ～
vo_adv_2110002_075.m4a|わっ、ありがとさ～！きっと、ケガした私らの友達も喜ぶよ～♪
vo_adv_2110002_084.m4a|どこからどうみても、ふつうにキレイなお花さー匂いだって……とってもあまくて、いい匂いだし！
vo_adv_2110002_087.m4a|何か思い当たることがあるさ？カスミ。
vo_adv_2110002_097.m4a|でも相手は、あのクリスティーナを捕まえちゃうようなやつなんでしょ？どうするさ～？
vo_adv_2110002_103.m4a|矛盾……えーっと。エリスの狙いは{player}で……それが『エリス個人の意志』だよね？
vo_adv_2110002_105.m4a|なら……『世界を管理する存在』が、世界を壊しかねないってことさ？それって、確かに矛盾してるかも……？
vo_adv_2110004_010.m4a|っていうか、みんな身体は平気さ？まだ寝てたほうがいいんじゃ……
vo_adv_2110004_027.m4a|ねえ、カスミ～みんなで力を合わせて迎え撃つんじゃ、ダメさ～？
vo_adv_2110004_032.m4a|えええっ！？
vo_adv_2110004_047.m4a|みんなを二手に分けてどっちの動きがばれちゃうか……見ようってことさ～？
vo_adv_2110004_053.m4a|それじゃあ{player}っ？ごはんにするさ？それとも、私にするさ～？
vo_adv_2110004_054.m4a|は～い♪それなら私らの故郷のフルコース、たっくさん用意するさ～！
vo_adv_2110004_057.m4a|は～い♪まっかせるさ～♪
vo_adv_2110004_059.m4a|私の踊りで、{player}を元気にしてあげるさ～！たっくさん踊っちゃうよ～！あっ、それとも{player}も一緒に踊るさ～？
vo_adv_2110004_063.m4a|マホ？どうかしたさ～？
vo_adv_2110004_075.m4a|空間跳躍っ！？誘拐！？た、大変さ～っ！！
vo_adv_2110005_005.m4a|う～、こっちもダメさ～
vo_adv_2110005_017.m4a|……どしたさ？カスミ。
vo_adv_2110005_021.m4a|あの人はっ！？
vo_adv_2110005_049.m4a|そ～さっ！私たちどころか、この国の全員が{player}たちの味方さ！
vo_adv_2110005_058.m4a|わわっ、どんどんなだれ込んで来るさ～っ！？
vo_adv_2110005_067.m4a|ここは私らが引き受けるさ～！{player}たちには、指一本触れさせないよ～！
vo_adv_2110005_070.m4a|へーきへーき！こんなの危険のうちにも入らないさ～！
vo_adv_2110005_085.m4a|来たっ！迎え撃つさ～っ！
vo_adv_2110006_019.m4a|魔物たちの残りが、いきなり集まって……陣形組んださっ！？
vo_adv_2110006_028.m4a|包囲戦術に、各個撃破！？この人数差でやられると、防ぐだけで精いっぱいさ～！
vo_adv_2110006_032.m4a|ポイント稼ぎっ？
vo_adv_2110006_036.m4a|喜ばれるって……敵のボスの、エリスのためにってことさ？
vo_adv_2110006_050.m4a|そーそー！群れには群れの戦いがあるさー！
vo_adv_2110009_005.m4a|よーしっ！街に放たれた魔物たち、あらかた片付いたさっ！
vo_adv_2110009_009.m4a|うん！ピンチになると「おぼえてろー！」って逃げてきそうな、そんな顔してるさー！
vo_adv_2110009_014.m4a|な、なにあれ！？でっかすぎさ～っ！？
vo_adv_2110009_022.m4a|マコト！まだ立てるね！？
vo_adv_2110009_024.m4a|泣き言なんてらしくないさ！黙って見てたら、私らの故郷がメチャクチャさ～！
vo_adv_2110009_026.m4a|足元からだね！マコトは左足を攻めるさ！私は右から！
vo_adv_2110009_042.m4a|そこ、直撃しちゃうさ～っ！！
vo_adv_2110009_047.m4a|そうさ～！正義の味方っていうのも、いいものさ～♪
vo_adv_2110009_055.m4a|わかったさ～！
vo_adv_2110009_062.m4a|早くしてほしいさーっ！！？
vo_adv_2110009_076.m4a|応さっ！琉球犬ダブルアッパー！！
vo_adv_2110009_081.m4a|やったさー♪でっかい魔物、三枚おろしさー！
vo_adv_2110099_007.m4a|けどさっきはカスミが戻ってきてくれて、助かったさー♪
vo_adv_2110099_013.m4a|でも私らもケガ人の手当てや、街の修理に、次の襲撃への備えとか……やることいっぱいさ～
vo_adv_2110099_023.m4a|あいさー！
vo_adv_2110099_027.m4a|ぎゅ～～～、さっ♪
vo_adv_2110099_029.m4a|あ、あれっ？ごめんさ～っ！
vo_adv_2110099_039.m4a|あっ、マコトもさ？私もそんな感じさ～
vo_adv_2110099_040.m4a|あれっ？そういえばノウェムは、どうやって『現実』の知識を保持してるさ？
vo_adv_5076000_012.m4a|あは～、もう準備始まってたさ～！
vo_adv_5076000_013.m4a|どれどれ～？どんな屋台があるのかな～？
vo_adv_5076000_014.m4a|パフェにカップケーキ……それにわたあめ！あぅ～、おいしそうなものがいっぱいさ～！
vo_adv_5076000_015.m4a|けど、やっぱサーターアンダギーの屋台はなさそうだね～？
vo_adv_5076000_016.m4a|故郷を出てから手作りのしか食べてないから、たまには買って食べたかったんだけど……
vo_adv_5076000_017.m4a|まあでも、自分で作ったのもおいしいから満足してるけどね～
vo_adv_5076000_018.m4a|食べたい分を作って、持ち歩いていつでも食べれるしね～モグモグ……ん～、おいしいさ～！
vo_adv_5076000_019.m4a|マホからたまには休んでいいって言われたし、思いっきり羽を伸ばすさ～！　早くハロウィン始まってほしいさ～！
vo_adv_5076000_020.m4a|そういえば、{player}も、ハロウィンは休みかな～？一緒に遊びたいさ～
vo_adv_5076000_021.m4a|今度誘ってみるとするさ～モグモグ……
vo_adv_5076000_047.m4a|あは～、やめるさ～！
vo_adv_5076000_049.m4a|こーら、それ私のサーターアンダギーだよ～！
vo_adv_5076000_051.m4a|そっか～、そんなにおいしいんだね～！それならおかわりあげるさ～！　ほら、どうぞ～
vo_adv_5076000_054.m4a|お〜！　スズナだね〜！元気そうでなによりさ〜！
vo_adv_5076000_055.m4a|それより、二人ともこの子を追ってきたの～？どこの家の子か分からないけど、私のサーターアンダギーを食べようと飛びかかってきたんだよね〜
vo_adv_5076000_059.m4a|う～ん、困ったね～……うちのギルドでも、こういうことは……
vo_adv_5076000_062.m4a|{player}、なんか変な機械を背負ってどうしたさ～？それに、この子を回収するって、どういうことさ～？
vo_adv_5076001_000.m4a|ここがキミのバイト先なの～？
vo_adv_5076001_007.m4a|ハイターイ！
vo_adv_5076001_012.m4a|あは〜、スズナも人のこと言えないさ〜！
vo_adv_5076001_015.m4a|確かそうだったね〜誰もいない夜の校舎は怖かったさ〜
vo_adv_5076001_025.m4a|あは～、でーじたくさんいるさ～！ここの子だったんだね～？
vo_adv_5076001_027.m4a|妖魔……？　普通の犬じゃないってこと～？さっき研究所って言ってたけど、この子を調べてるの～？
vo_adv_5076001_030.m4a|……はい？
vo_adv_5076001_042.m4a|ここがどんなところかは大体分かったし、この子が普通の犬じゃなくて、妖魔だってことも信じてみるさ～
vo_adv_5076001_043.m4a|けど、どうして{player}がバイトしてるの～？
vo_adv_5076001_054.m4a|あは～、でーじかわいいさ～！たくさん集まって、かわいさも100倍だね～！
vo_adv_5076001_067.m4a|妖魔妖魔って、なんか名前はないさ～？　それ種族のことだよね～？私だったら、ずっと「人間」なんて呼ばれたくはないさ～
vo_adv_5076001_073.m4a|わたあめ……
vo_adv_5076001_075.m4a|そう、そのわたあめに似てるなって思ったんだよ～！だから、わたあめちゃんって呼ぶのはどうかな～？
vo_adv_5076001_080.m4a|よしよし、みんないい子だね～大厄災と関係あるだなんて、信じられないさ～
vo_adv_5076001_082.m4a|んー、博士の研究が正しいかどうかは分からないけど、私はマジムンって妖怪と戦ったことがあるさ～
vo_adv_5076001_083.m4a|だから、こういった類の話は、嘘だって切り捨てられないんだよね～
vo_adv_5076001_085.m4a|それに、私は犬の獣人族さ～妖魔とはいえ、同じ犬だからほっとけないんだよ～
vo_adv_5076001_087.m4a|霊界からやってきたただの野良犬なのか、それとも逃げ出した飼い犬なのかは分からないけど……
vo_adv_5076001_088.m4a|別の世界からやって来たなら、きっと心細いだろうし、同族同士で一緒にいるのはいいことだね〜
vo_adv_5076001_089.m4a|もし自分の飼い犬が逃げ出したら、見つけるまでどこかで保護しててもらいたいさ〜
vo_adv_5076001_090.m4a|そしたら、でーじ安心すると思うんだよね〜だから、ここで保護しててほしいさ～！
vo_adv_5076001_093.m4a|なら、私も博士の研究を手伝うさー！わたあめちゃんのために、なにかしてあげたいさー！
vo_adv_5076001_094.m4a|それに、研究が早く終われば、{player}もハロウィンを楽しめるでしょ〜？
vo_adv_5076001_095.m4a|ハロウィンは一緒に遊ぼうと思ってたから、早く済むに越したことはないさ～！
vo_adv_5076001_107.m4a|それで、いい名前は思いついたの〜？
vo_adv_5076001_112.m4a|よーし、予定通りハロウィンを遊ぶためにも、わたあめちゃんのためにも、でーじがんばっていくさー！
vo_adv_5076002_003.m4a|これじゃあ、祭りの準備も進まないよ～……早く捕まえるさ～！
vo_adv_5076002_009.m4a|あは～。スズナ、博士の説明聞いてなかったの〜？
vo_adv_5076002_012.m4a|博士は、捕獲するための装備だって言ってたさ～だから安心するさ～
vo_adv_5076002_019.m4a|私の装備は、捕まえたわたあめちゃんを二度と離さないナックルさ～！肉球が吸い付くんだよ～！
vo_adv_5076002_023.m4a|あは～。街のあちこちで悪さしてるみたいだね～手分けして捕まえたほうが、いいかもしれないさ～
vo_adv_5076002_025.m4a|たっくさん捕まえたら、{player}の装備で吸い込んでもらって、まとめて回収さ～
vo_adv_5076002_027.m4a|あは～、見つけたさ～！やっぱりこんなところに隠れてたんだね～！
vo_adv_5076002_029.m4a|私も犬の獣人族だから、みんながいそうな場所はなんとなく分かるんだよ～
vo_adv_5076002_030.m4a|怖くないからこっちくるさ～！スイーツばっかり食べてるってことは、お腹空いてるんだよね～？
vo_adv_5076002_031.m4a|ほーら、特製のサーターアンダギーだよ～みんなに食べさせるために、たっくさん作ってきたからね～
vo_adv_5076002_033.m4a|あは～、みんな集まってきたさ～落ち着いて食べるさ～
vo_adv_5076002_034.m4a|私と一緒に来たら、もーっと食べさせてあげるからね～だから、もう街のスイーツを奪っちゃダメだよ～？
vo_adv_5076002_036.m4a|うんうん、今のところ順調にいきそうだよ～スズナとニノンは、大丈夫かな～？
vo_adv_5076002_084.m4a|{player}、お待たせ～！たっくさん捕まえてきたさ～！
vo_adv_5076002_085.m4a|両手に抱えきれなくなってきたから、戻ってきたさ～はい、回収よろしくね～！
vo_adv_5076002_087.m4a|スズナたちはまだ戻ってきてないみたいだね～？
vo_adv_5076002_091.m4a|スズナ、この人たちはどうしたさ～？
vo_adv_5076002_093.m4a|そういえばモデルやってるって言ってたね〜スズナの人気はでーじすごいさー！　みんな、ありがとーねー！
vo_adv_5076002_096.m4a|犬だし、妖魔だし、喋らないさ～
vo_adv_5076002_118.m4a|おお～！　ここに来て、また仲間が増えるさ～！
vo_adv_5076002_134.m4a|どうかな～？　まああの子の言う通り、ここで深く考えても仕方ないさ～私たちがたっくさん妖魔捕まえない限り、博士の研究は進まないからね～
vo_adv_5076002_146.m4a|あは～、でーじやる気だね～私たちも、ハロウィンセイバーズをがんばって続けようね～！
vo_adv_5076002_150.m4a|ううん、そんなんじゃないさ～博士の言ってることは、よく分かんないよ〜
vo_adv_5076002_151.m4a|ただ、わたあめちゃんのことが、なんとなくほっとけないだけだよ～このまま街で過ごしてたら、かわいそうな目に遭うかもしれないし……
vo_adv_5076002_154.m4a|みんながハロウィンを楽しめるように、明日からもがんばるさ～！
vo_adv_5076003_000.m4a|あは～、わたあめちゃん待つさ～！スイーツあげるから、みんなのところに来ない～？
vo_adv_5076003_005.m4a|そうだね～早く博士の研究が進むといいんだけど……
vo_adv_5076003_007.m4a|新手の妖魔が出たさ～！？
vo_adv_5076003_016.m4a|あは～、なんかハロウィンそのものって感じの顔してるさ～！
vo_adv_5076003_018.m4a|こちらこそよろしくさ～！私たちは、ハロウィンセイバーズだよ～！
vo_adv_5076003_019.m4a|ハロウィンの精霊ってことは……ジャックは現実界に遊びに来たの～？
vo_adv_5076003_021.m4a|救うって、どういうことさ～？
vo_adv_5076003_027.m4a|大変さ～、まさかのまさかだよ～！
vo_adv_5076003_029.m4a|変わったこと……ん～～、これといって特にはないかな～？強いて言えば、この子が街にいーっぱい増えたことくらいだよ〜
vo_adv_5076003_032.m4a|わたあめちゃんだよ～！私たちが捕まえてるんさ〜
vo_adv_5076003_061.m4a|安心するさ～！サーターアンダギー持ってきたからね～！
vo_adv_5076003_065.m4a|あは～、ちょっとくすぐったいけど、安心してくれてる証拠さ～
vo_adv_5076003_067.m4a|そうだね～。みんなで仲良くお菓子食べてるところを見て、私も故郷の家族を思い出したよ～
vo_adv_5076003_068.m4a|よくこうやって、のんびりゴロゴロしながら、サーターアンダギーとかを一緒に食べて過ごしたんだよね～
vo_adv_5076003_069.m4a|わたあめちゃんたちの故郷はどんなところさ～？
vo_adv_5076003_071.m4a|あは～、そりゃ返事はできないか～
vo_adv_5076003_072.m4a|言葉は分からないかもしれないけど……でも、気持ちは通じるでしょ〜？だから、私の故郷のことを話してあげるね〜
vo_adv_5076003_073.m4a|私が生まれ育ったところはね、それはそれは、でーじきれいな海に囲まれてて……
vo_adv_5076003_075.m4a|な、なんの鳴き声さー！？
vo_adv_5076003_082.m4a|もしかして、ジャックが探してる妖魔の鳴き声とか……？
vo_adv_5076003_086.m4a|大丈夫だよ、落ち着くさ～？怖くないから安心してね～
vo_adv_5076003_088.m4a|遠吠え……？　もしかして、さっきのおっきな声に反応したのかな〜？それに、なんだかちょっと寂しそうに鳴いてるさ〜
vo_adv_5076003_090.m4a|なんだかそんな感じがするんだよね～この世に来てからしばらく経ってるし、故郷が恋しくなってるのかもしれないさ～
vo_adv_5076003_091.m4a|わたあめちゃんはあとどれくらいいるんだろうね～？みんな集めて、早く故郷に帰してあげたいさ～……
vo_adv_5076004_000.m4a|ハイタ～イ！今日もサーターアンダギー、でーじいっぱい持ってきたさ～！
vo_adv_5076004_002.m4a|わた……あめ……ちゃん……？
vo_adv_5076004_006.m4a|が、合体……？
vo_adv_5076004_008.m4a|どういうことさ～？　博士は、合体したところ見てたの〜？
vo_adv_5076004_014.m4a|それはそうかもしれないけど、あと……きっと故郷が恋しくなったのもあるんじゃないかな～
vo_adv_5076004_016.m4a|ほら。昨日、わたあめちゃんに私の故郷の話を聞かせてあげてたさ～
